description,rating,ispromotional,isirrelevant,notvisited,author,company_name,policy_type
Heard mixed reviews about their consistency. Hoping for a good experience.,3,0,0,1,synthetic_user_226,Generic Business,Not Visited
My mom said the live music was too loud for conversation. Personal preference.,3,0,0,1,synthetic_user_227,Generic Business,Not Visited
Planning to take a class there. The instructors apparently are excellent.,4,0,0,1,synthetic_user_228,Generic Business,Not Visited
"From what I hear, they have the best vegan options in town. So excited!",5,0,0,1,synthetic_user_229,Generic Business,Not Visited
"Apparently, it gets super busy during lunch rush. Will avoid that.",3,0,0,1,synthetic_user_230,Generic Business,Not Visited
"Supposedly, they offer free samples. Always a good way to try new things!",4,0,0,1,synthetic_user_231,Generic Business,Not Visited
Never visited but the exterior always looks welcoming. Good curb appeal.,4,0,0,1,synthetic_user_232,Generic Business,Not Visited
"Haven't been yet, but I heard their weekend events are really popular.",4,0,0,1,synthetic_user_233,Generic Business,Not Visited
"My friend said it's a hidden gem, off the beaten path. Intriguing!",4,0,0,1,synthetic_user_234,Generic Business,Not Visited
Planning to check out their new exhibit next week. Heard good things.,4,0,0,1,synthetic_user_235,Generic Business,Not Visited
"From what I hear, the parking situation is better than expected. Phew!",4,0,0,1,synthetic_user_236,Generic Business,Not Visited
"Apparently, they close earlier than advertised on some days. Check before going.",2,0,0,1,synthetic_user_237,Generic Business,Not Visited
"Supposedly, their coffee is roasted in-house. A must-try for coffee lovers.",5,0,0,1,synthetic_user_238,Generic Business,Not Visited
Never been here but heard they have unique seasonal decor. Sounds festive!,4,0,0,1,synthetic_user_239,Generic Business,Not Visited
Heard from a neighbor that their takeout is just as good as dining in.,4,0,0,1,synthetic_user_240,Generic Business,Not Visited
My co-worker mentioned the waiting staff seemed a bit disorganized. Hopefully rare.,2,0,0,1,synthetic_user_241,Generic Business,Not Visited
Planning my first visit this Saturday. The photos look fantastic!,4,0,0,1,synthetic_user_242,Generic Business,Not Visited
"From what I hear, they have excellent gluten-free options. Very accommodating.",5,0,0,1,synthetic_user_243,Generic Business,Not Visited
"Apparently, they just updated their menu. Can't wait to see what's new!",4,0,0,1,synthetic_user_244,Generic Business,Not Visited
"Supposedly, the owner is a bit eccentric, but in a good way!",4,0,0,1,synthetic_user_245,Generic Business,Not Visited
Never visited but saw some really positive reviews online. Good sign!,4,0,0,1,synthetic_user_246,Generic Business,Not Visited
"Haven't been yet, but my best friend said their cocktails are divine.",5,0,0,1,synthetic_user_247,Generic Business,Not Visited
My family member said it's a great spot for a casual meet-up.,4,0,0,1,synthetic_user_248,Generic Business,Not Visited
"Planning to visit soon, heard they have great outdoor seating options.",4,0,0,1,synthetic_user_249,Generic Business,Not Visited
"From what I hear, it's quite spacious inside. Good for social distancing.",4,0,0,1,synthetic_user_250,Generic Business,Not Visited
"Apparently, they have a no-reservations policy. First come, first served.",3,0,0,1,synthetic_user_251,Generic Business,Not Visited
"Supposedly, their staff go above and beyond for customers. Excellent!",5,0,0,1,synthetic_user_252,Generic Business,Not Visited
Never been here but heard they support local artists. Love that initiative.,5,0,0,1,synthetic_user_253,Generic Business,Not Visited
Heard that the prices recently increased. Hope it's still good value.,3,0,0,1,synthetic_user_254,Generic Business,Not Visited
My friend suggested it for our next book club meeting. Sounds like a good spot.,4,0,0,1,synthetic_user_255,Generic Business,Not Visited
Planning to go for their weekend specials. Looks like a great deal.,4,0,0,1,synthetic_user_256,Generic Business,Not Visited
"From what I hear, the ambiance is very relaxing. Perfect for unwinding.",4,0,0,1,synthetic_user_257,Generic Business,Not Visited
"Apparently, they have a unique theme nights. Must check them out!",4,0,0,1,synthetic_user_258,Generic Business,Not Visited
"Supposedly, their take-out containers are eco-friendly. Big plus!",5,0,0,1,synthetic_user_259,Generic Business,Not Visited
Never visited but the storefront is always beautifully decorated.,4,0,0,1,synthetic_user_260,Generic Business,Not Visited
"Haven't been yet, but my colleague said it's excellent for business lunches.",4,0,0,1,synthetic_user_261,Generic Business,Not Visited
My cousin told me the restroom facilities were spotless. Important detail!,5,0,0,1,synthetic_user_262,Generic Business,Not Visited
Planning to explore their selection next week. Heard they have rare items.,4,0,0,1,synthetic_user_263,Generic Business,Not Visited
"From what I hear, the noise level can be high during peak hours. Good to know.",3,0,0,1,synthetic_user_264,Generic Business,Not Visited
"Apparently, they have a loyalty app now. Handy for repeat customers.",4,0,0,1,synthetic_user_265,Generic Business,Not Visited
"Supposedly, their morning rush can be a bit chaotic. Will aim for off-peak.",3,0,0,1,synthetic_user_266,Generic Business,Not Visited
Never been here but heard they support community events. Very commendable.,5,0,0,1,synthetic_user_267,Generic Business,Not Visited
"Heard that it's a family-run business, which I always appreciate.",5,0,0,1,synthetic_user_268,Generic Business,Not Visited
My friend warned me the portions are small. Something to keep in mind.,2,0,0,1,synthetic_user_269,Generic Business,Not Visited
Planning to go for a special occasion. Heard they make it memorable.,5,0,0,1,synthetic_user_270,Generic Business,Not Visited
"From what I hear, they have the freshest ingredients. Quality is key!",5,0,0,1,synthetic_user_271,Generic Business,Not Visited
